Technology,Country/area,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Wind,Viet Nam,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,11.6,40.7,40.7,40.7,69.0,69.0,176.7,209.8,268.3,
Wind,C America + Carib,Electricity capacity (MW),53.3,82.1,85.4,99.8,121.6,123.3,125.2,128.0,130.3,261.0,306.9,460.1,731.8,826.2,949.2,1307.8,1498.3,1600.2,1709.4
Wind,C America + Carib,Electricity generation (GWh),199.4,273.7,360.1,335.0,392.5,350.8,436.7,410.6,370.8,634.8,811.5,1121.5,1864.9,2365.1,3155.5,4281.3,4448.0,4529.2,
Wind,Anguilla,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Anguilla,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Antigua Barb,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Antigua Barb,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Aruba,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
Wind,Aruba,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,106.1,112.1,133.8,148.9,153.2,166.2,130.3,132.0,
Wind,Bahamas,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Bahamas,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Barbados,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,Barbados,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,
Wind,Belize,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Belize,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,BES Islands,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1
Wind,BES Islands,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.4,1.5,4.9,26.3,32.5,36.7,41.2,40.1,35.1,35.3,
Wind,Br Virgin Is,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Wind,Br Virgin Is,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,
Wind,Cayman Is,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Cayman Is,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Costa Rica,Electricity capacity (MW),42.5,62.3,62.3,68.6,68.6,68.6,68.6,69.9,69.9,119.6,119.6,132.8,148.1,148.1,196.5,278.1,319.1,378.0,407.8
Wind,Costa Rica,Electricity generation (GWh),182.7,185.5,258.9,230.0,255.3,203.6,273.5,241.1,198.2,326.2,358.7,414.5,528.4,484.6,734.8,1079.5,1147.3,1287.7,
Wind,Cuba,Electricity capacity (MW),0.5,0.5,0.5,0.5,0.5,2.2,2.2,2.2,7.3,7.3,7.3,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8
Wind,Cuba,Electricity generation (GWh),0.0,0.0,0.3,0.4,0.4,0.1,0.3,0.2,8.2,3.5,11.6,18.1,21.5,22.5,19.2,20.9,20.9,23.3,
Wind,Curacao,Electricity capacity (MW),3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,9.0,9.0,9.0,9.0,30.0,30.0,30.0,30.0,30.0,47.0,47.0
Wind,Curacao,Electricity generation (GWh),8.0,71.1,71.1,71.1,71.1,71.1,71.1,71.1,63.1,63.1,63.1,63.1,200.0,200.0,200.0,200.0,200.0,238.0,
Wind,Dominica,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Wind,Dominica,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,
Wind,Dominican Rep,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,85.5,85.5,85.5,85.5,135.0,135.0,183.3
Wind,Dominican Rep,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,95.8,243.0,243.2,290.0,322.8,390.4,
Wind,El Salvador,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,El Salvador,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Grenada,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Wind,Grenada,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.6,1.0,1.0,1.0,
Wind,Guadeloupe,Electricity capacity (MW),7.3,7.3,10.6,18.7,18.7,18.7,20.6,22.0,22.0,22.0,23.4,23.4,23.4,23.4,23.4,27.0,26.4,26.4,26.0
Wind,Guadeloupe,Electricity generation (GWh),8.7,17.1,29.8,33.6,31.9,24.6,34.9,44.0,48.7,51.1,41.0,45.1,51.0,56.8,54.5,51.9,53.3,51.0,
Wind,Guatemala,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9,75.9,75.9,107.4
Wind,Guatemala,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.3,215.1,218.1,
Wind,Haiti,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,Haiti,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Wind,Honduras,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,102.0,152.0,152.0,152.0,175.0,225.0,225.0
Wind,Honduras,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.7,338.3,310.2,398.3,664.6,574.1,578.1,
Wind,Jamaica,Electricity capacity (MW),0.0,0.0,0.0,0.0,20.7,20.7,20.7,20.7,20.7,20.7,38.9,38.9,38.9,38.9,38.9,38.9,99.0,99.0,99.0
Wind,Jamaica,Electricity generation (GWh),0.0,0.0,0.0,0.0,32.3,49.9,55.4,51.9,49.2,58.6,53.2,91.2,107.5,115.4,119.0,125.0,190.0,289.0,
Wind,Martinique,Electricity capacity (MW),0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Wind,Martinique,Electricity generation (GWh),0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.3,1.5,1.0,1.3,1.6,1.5,1.5,2.3,1.3,1.3,
Wind,Montserrat,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Montserrat,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Nicaragua,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9,63.0,63.0,145.7,146.6,186.2,186.2,186.2,186.2,186.2
Wind,Nicaragua,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,163.4,210.7,329.6,561.6,846.0,865.4,729.0,634.6,
Wind,Panama,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,55.0,252.5,270.0,270.0,270.0
Wind,Panama,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,116.3,418.5,625.2,491.2,
Wind,Puerto Rico,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,101.2,124.6,124.6,124.6,124.6,100.6,100.6
Wind,Puerto Rico,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,15.2,172.5,218.3,239.1,193.0,148.9,
Wind,St Barth,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,St Barth,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,St Kitts Nevis,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
Wind,St Kitts Nevis,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.4,7.7,7.6,7.6,7.6,7.6,7.6,
Wind,St Lucia,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,St Lucia,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,St Maarten,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,St Maarten,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,St Martin,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,St Martin,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,St Vincent Gren,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,St Vincent Gren,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Trinidad Tobago,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wind,Trinidad Tobago,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Wind,Turks Caicos,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Turks Caicos,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,US Virgin Is,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1
Wind,US Virgin Is,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Wind,Eurasia,Electricity capacity (MW),22.0,22.0,26.0,28.0,28.0,33.6,71.6,158.6,376.6,806.6,1334.6,1741.6,2273.6,2775.3,3645.3,4524.5,5801.2,6566.4,7196.9
Wind,Eurasia,Electricity generation (GWh),35.0,65.0,54.0,70.0,65.0,66.0,134.1,365.0,853.9,1505.8,2927.9,4734.5,5869.9,7567.1,8531.5,11666.8,15556.7,18021.8,
Wind,Armenia,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.9,2.9,2.9
Wind,Armenia,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.9,1.9,4.3,7.0,5.6,4.1,3.8,4.0,3.7,1.8,2.1,
Wind,Azerbaijan,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.7,2.7,8.0,15.7,15.7,66.0
Wind,Azerbaijan,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.5,0.0,0.0,0.8,2.3,4.6,22.8,22.1,
Wind,Georgia,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,20.7,20.7
Wind,Georgia,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,87.8,
Wind,Russian Fed,Electricity capacity (MW),3.0,3.0,7.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.9,10.9,10.9,101.9
Wind,Russian Fed,Electricity generation (GWh),2.0,3.0,6.0,9.0,7.0,7.0,5.0,7.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,
Wind,Turkey,Electricity capacity (MW),19.0,19.0,19.0,19.0,19.0,21.0,59.0,146.0,364.0,792.0,1320.0,1729.0,2261.0,2760.0,3630.0,4503.0,5751.0,6516.2,7005.4
Wind,Turkey,Electricity generation (GWh),33.0,62.0,48.0,61.0,58.0,59.0,126.5,355.1,847.0,1495.4,2916.4,4723.9,5860.8,7557.5,8520.1,11652.5,15517.1,17903.8,
Wind,Europe,Electricity capacity (MW),12729.9,17393.9,23287.7,28153.3,34320.9,40684.3,47919.4,56341.0,64055.3,75807.5,84920.3,94679.5,107145.7,118357.0,130117.3,142993.7,155906.1,171051.6,182440.1
Wind,Europe,Electricity generation (GWh),22264.3,26751.9,36422.4,44477.0,59241.8,71009.3,83027.1,105362.0,120535.5,134117.1,150370.8,181498.0,208045.8,239466.3,256986.8,306053.6,306528.4,367645.6,
Wind,Albania,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Albania,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Andorra,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Andorra,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Austria,Electricity capacity (MW),50.0,67.0,109.0,322.0,581.0,825.2,968.3,991.2,992.0,1001.0,1015.8,1106.0,1337.2,1674.5,2110.3,2488.7,2730.0,2886.7,3077.7
Wind,Austria,Electricity generation (GWh),66.8,104.6,139.8,372.3,933.6,1331.3,1752.8,2037.2,2011.3,1954.0,2063.9,1936.2,2462.0,3153.3,3845.8,4837.5,5232.3,6574.5,
Wind,Belarus,Electricity capacity (MW),0.3,0.6,1.1,1.1,1.1,1.1,1.1,1.9,1.9,1.9,1.9,2.0,2.0,2.0,3.0,43.2,68.4,82.8,101.1
Wind,Belarus,Electricity generation (GWh),1.0,1.0,1.3,1.4,1.3,1.2,1.2,1.3,1.3,1.0,1.1,1.3,6.2,7.9,11.1,26.4,74.8,97.0,
Wind,Belgium,Electricity capacity (MW),14.0,26.0,31.0,67.0,96.0,167.0,212.0,276.0,324.0,608.0,912.0,1069.0,1370.0,1780.0,1944.0,2176.0,2370.0,2805.6,3157.0
Wind,Belgium,Electricity generation (GWh),16.0,37.0,57.0,88.0,142.0,227.0,366.0,491.0,637.0,996.0,1292.0,2312.0,2751.0,3665.0,4615.0,5574.0,5437.0,6510.6,
Wind,Bosnia Herzg,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,50.9
Wind,Bosnia Herzg,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,
Wind,Bulgaria,Electricity capacity (MW),0.0,0.0,0.0,0.0,1.0,8.0,27.0,30.0,114.0,333.0,488.0,541.0,677.0,683.0,699.0,699.0,699.0,698.4,698.4
Wind,Bulgaria,Electricity generation (GWh),0.0,0.0,0.0,0.0,1.0,4.6,20.0,46.8,121.8,237.0,681.4,861.1,1220.9,1373.5,1330.6,1451.5,1425.0,1504.1,
Wind,Croatia,Electricity capacity (MW),0.0,0.0,0.0,0.0,6.0,6.0,17.0,17.0,17.0,70.0,79.0,130.0,180.0,254.0,339.0,418.0,483.0,576.1,582.0
Wind,Croatia,Electricity generation (GWh),0.0,0.0,0.0,0.0,2.0,10.0,19.0,34.9,39.9,54.2,139.1,201.0,328.7,517.3,730.0,796.3,1014.2,1204.0,
Wind,Cyprus,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,82.2,134.2,147.2,147.2,147.2,158.2,158.2,157.7,157.7
Wind,Cyprus,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,31.7,114.7,185.5,231.0,182.9,221.9,226.7,211.4,
Wind,Czechia,Electricity capacity (MW),1.0,1.0,6.0,11.0,17.0,22.0,44.0,114.0,150.0,193.0,213.0,213.0,258.0,262.0,278.0,281.0,282.0,308.2,316.0
Wind,Czechia,Electricity generation (GWh),0.9,0.0,2.0,4.9,9.9,21.3,49.4,125.1,244.7,288.1,335.5,397.0,415.8,480.5,476.5,572.6,497.0,591.0,
Wind,Denmark,Electricity capacity (MW),2390.0,2497.2,2894.5,3119.9,3123.7,3127.8,3135.7,3124.2,3162.9,3482.1,3801.8,3952.0,4161.9,4819.1,4886.6,5077.2,5245.6,5522.3,6121.0
Wind,Denmark,Electricity generation (GWh),4241.0,4306.0,4877.0,5561.0,6583.0,6614.0,6108.0,7171.0,6928.0,6721.0,7809.0,9774.0,10270.0,11123.0,13079.0,14133.1,12781.7,14780.0,
Wind,Estonia,Electricity capacity (MW),0.0,0.0,1.0,3.0,7.0,31.0,31.0,50.0,77.0,104.0,108.0,180.0,266.0,248.0,275.0,300.0,310.0,311.8,311.8
Wind,Estonia,Electricity generation (GWh),0.0,0.0,1.0,6.0,8.0,54.0,76.3,90.8,133.5,195.6,277.0,368.7,433.5,529.0,603.7,715.0,594.0,723.0,
Wind,Faroe Islands,Electricity capacity (MW),0.2,0.2,0.2,2.1,2.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,8.6,8.6,20.3,20.3,20.3,20.3,20.3
Wind,Faroe Islands,Electricity generation (GWh),0.3,0.3,0.6,3.0,8.0,10.0,15.0,15.8,13.0,15.0,13.6,14.5,10.8,21.8,34.5,55.8,52.1,59.7,
Wind,Finland,Electricity capacity (MW),38.0,39.0,43.0,52.0,82.0,82.0,86.0,110.0,143.0,147.0,197.0,199.0,257.0,447.0,627.0,1005.0,1565.0,2044.0,2041.0
Wind,Finland,Electricity generation (GWh),78.0,70.0,64.0,93.0,120.3,169.9,155.6,188.4,260.5,276.6,294.3,481.4,494.3,773.7,1107.2,2327.4,3068.0,4795.2,
Wind,France,Electricity capacity (MW),38.0,66.0,138.0,218.0,358.0,690.0,1412.0,2223.0,3403.0,4582.0,5912.0,6723.3,7562.2,8250.0,9110.1,10258.2,11510.9,13512.3,15108.0
Wind,France,Electricity generation (GWh),48.2,131.2,265.6,387.8,594.9,962.6,2182.6,4070.1,5694.2,7911.6,9945.0,12104.3,14983.7,16105.9,17318.5,21319.3,21472.9,24710.7,
Wind,Germany,Electricity capacity (MW),6095.0,8754.0,12001.0,14381.0,16419.0,18248.0,20474.0,22116.0,22794.0,25732.0,26903.0,28712.0,30979.0,33477.0,38614.0,44580.0,49592.0,55718.0,58982.0
Wind,Germany,Electricity generation (GWh),9352.0,10456.0,15856.0,18713.0,25509.0,27229.0,30710.0,39713.0,40574.0,38647.4,37792.7,48882.8,50670.1,51707.5,57357.1,79206.5,78597.7,105693.0,
Wind,Gibraltar,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Gibraltar,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Greece,Electricity capacity (MW),226.0,270.0,287.0,371.0,470.0,491.0,749.0,846.0,1022.0,1171.0,1298.0,1640.0,1753.0,1809.0,1978.0,2091.0,2370.0,2624.0,2877.0
Wind,Greece,Electricity generation (GWh),451.0,756.0,651.0,1021.0,1120.8,1266.5,1699.4,1818.0,2242.0,2543.0,2713.9,3315.2,3850.2,4139.1,3688.6,4621.0,5145.9,5537.0,
Wind,Holy See,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Holy See,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Hungary,Electricity capacity (MW),0.0,1.0,1.0,3.0,3.0,17.0,33.0,61.0,134.0,203.0,293.0,331.0,325.0,329.0,329.0,329.0,329.0,329.0,329.0
Wind,Hungary,Electricity generation (GWh),0.0,1.0,1.0,4.0,5.6,10.1,43.4,110.0,204.8,330.9,533.8,625.7,770.0,717.5,656.5,693.3,683.7,758.0,
Wind,Iceland,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,2.4,2.4
Wind,Iceland,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.4,10.9,9.2,9.6,
Wind,Ireland,Electricity capacity (MW),116.5,122.9,134.8,210.3,336.4,493.3,676.5,740.5,942.3,1251.3,1390.4,1584.6,1704.4,2008.2,2283.3,2451.2,2786.0,3318.0,3518.0
Wind,Ireland,Electricity generation (GWh),244.0,334.0,388.0,454.0,655.0,1111.9,1622.0,1958.4,2410.0,2955.2,2814.7,4380.3,4010.5,4541.5,5140.1,6573.0,6148.5,7444.7,
Wind,Italy,Electricity capacity (MW),363.0,664.0,780.0,874.0,1127.0,1635.0,1902.0,2702.0,3525.0,4879.0,5794.0,6918.0,8102.0,8542.0,8683.0,9137.0,9384.0,9736.6,10310.0
Wind,Italy,Electricity generation (GWh),563.0,1179.0,1404.0,1458.0,1846.5,2343.4,2970.7,4034.4,4861.3,6542.9,9125.9,9856.4,13407.1,14897.0,15178.3,14843.9,17688.7,17741.9,
Wind,Kosovo*,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.8,37.4
Wind,Kosovo*,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.4,0.4,0.1,0.3,
Wind,Latvia,Electricity capacity (MW),2.0,2.0,22.0,26.0,26.0,26.0,26.0,26.0,28.0,29.0,30.0,36.0,59.0,65.9,68.9,68.2,69.9,77.1,77.1
Wind,Latvia,Electricity generation (GWh),4.4,3.4,11.2,48.4,49.1,46.9,46.2,52.9,59.1,50.1,49.1,70.9,114.3,120.1,139.7,147.1,127.9,150.0,
Wind,Liechtenstein,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Liechtenstein,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Lithuania,Electricity capacity (MW),0.0,0.0,0.0,0.0,1.0,1.0,31.0,47.0,54.0,98.0,133.0,202.0,275.0,279.0,288.0,436.0,509.0,518.0,521.0
Wind,Lithuania,Electricity generation (GWh),0.0,0.0,0.0,0.0,1.2,1.8,13.7,106.1,131.1,157.7,224.0,475.0,540.1,602.7,639.1,810.3,1135.9,1363.8,
Wind,Luxembourg,Electricity capacity (MW),14.0,13.9,13.9,20.5,34.9,34.9,34.9,34.9,42.9,42.9,43.7,44.5,58.3,58.3,58.3,63.8,119.7,119.7,149.7
Wind,Luxembourg,Electricity generation (GWh),24.7,23.7,24.5,26.2,39.4,52.3,58.0,64.3,60.6,63.5,55.1,64.1,77.5,83.0,79.9,101.8,101.5,234.8,
Wind,Malta,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Wind,Malta,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,
Wind,Moldova Rep,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.0,27.0
Wind,Moldova Rep,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,2.5,7.0,
Wind,Monaco,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,
Wind,Monaco,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,
Wind,Montenegro,Electricity capacity (MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,118.0
Wind,Montenegro,Electricity generation (GWh),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,
Wind,Netherlands,Electricity capacity (MW),447.0,486.0,672.0,905.0,1075.0,1224.0,1561.0,1749.0,2149.0,2222.0,2237.0,2316.0,2433.0,2713.0,2865.0,3391.0,4257.0,4202.0,4471.0
